rating,file,function,table,kind,client,tenant_filter_in_chain,multiline_tenant_filter_detected,insert_contains_tenant_id,prior_ownership_assertion_detected,likely_false_positive,recommended_action,id_only_without_tenant_signal,service_role_note,rls_note,line,snippet
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","(top-level or unscoped)","fi_invoice_items","from","supabase","Y","N","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","129","const { error: li } = await supabase.from('fi_invoice_items').insert({ tenant_id: tid, invoice_id: invoice.id, sort_index: 0, description: lineDesc, quantity: 1, unit_amount_cents: parsed, line_tax_cents: tax, line_total"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","loadActiveDepositRule","fi_deposit_rules","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","148",".from('fi_deposit_rules') .select('*') .eq('tenant_id', tenantId) .eq('is_active', true) .order('priority', { ascending: false }) .limit(10);"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","createDepositInvoiceFromSurgeryCase","fi_cases","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","206",".from('fi_cases') .select('id, tenant_id, patient_id, clinic_id, lead_id') .eq('tenant_id', tid) .eq('id', caseId) .maybeSingle();"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","(top-level or unscoped)","fi_invoices","from","supabase","Y","Y","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","234",".from('fi_invoices') .insert({ tenant_id: tid, clinic_id: row.clinic_id, patient_id: row.patient_id, lead_id: row.lead_id, case_id: caseId, consultation_id: null, invoice_kind: 'surgery_deposit', status: 'issued', amount"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","loadInvoiceForTenant","fi_invoices","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","25",".from('fi_invoices') .select('*') .eq('tenant_id', tenantId) .eq('id', invoiceId) .maybeSingle();"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","(top-level or unscoped)","fi_invoice_items","from","supabase","Y","N","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","261","const { error: li } = await supabase.from('fi_invoice_items').insert({ tenant_id: tid, invoice_id: invoice.id, sort_index: 0, description: 'Surgery deposit', quantity: 1, unit_amount_cents: amount, line_tax_cents: tax, l"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","createBalanceInvoiceFromSurgeryCase","fi_cases","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","293",".from('fi_cases') .select('id, tenant_id, patient_id, clinic_id, lead_id') .eq('tenant_id', tid) .eq('id', caseId) .maybeSingle();"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","createBalanceInvoiceFromSurgeryCase","fi_invoices","from","supabase","Y","Y","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","308",".from('fi_invoices') .insert({ tenant_id: tid, clinic_id: row.clinic_id, patient_id: row.patient_id, lead_id: row.lead_id, case_id: caseId, consultation_id: null, invoice_kind: 'surgery_balance', status: 'issued', amount"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","createBalanceInvoiceFromSurgeryCase","fi_invoice_items","from","supabase","Y","N","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","338","const { error: li } = await supabase.from('fi_invoice_items').insert({ tenant_id: tid, invoice_id: invoice.id, sort_index: 0, description: 'Surgery balance', quantity: 1, unit_amount_cents: amount, line_tax_cents: tax, l"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","createPaymentRequestForInvoice","fi_payment_requests","from","supabase","Y","Y","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","383",".from('fi_payment_requests') .insert({ tenant_id: tid, clinic_id: inv.clinic_id, patient_id: inv.patient_id, lead_id: inv.lead_id, case_id: inv.case_id, consultation_id: inv.consultation_id, invoice_id: iid, status: 'dra"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","(top-level or unscoped)","fi_payment_requests","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","431",".from('fi_payment_requests') .update({ status: 'sent', sent_at: new Date().toISOString(), provider: 'stripe', provider_checkout_session_id: session.sessionId, checkout_url: session.checkoutUrl, expires_at: expiresAt, met"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","(top-level or unscoped)","fi_payment_requests","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","455",".from('fi_payment_requests') .update({ status: 'sent', sent_at: new Date().toISOString(), provider: readFiPaymentProviderId(), expires_at: expiresAtManual, metadata: { ...out.metadata, collection_mode: 'manual_link_only'"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","updateInvoiceDueDateForTenant","fi_invoices","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","502",".from('fi_invoices') .update({ due_date: due, status: nextStatus, updated_at: new Date().toISOString(), }) .eq('tenant_id', tid) .eq('id', iid) .select('*') .single();"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","resendOpenPaymentRequest","fi_payment_requests","from","supabase","Y","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","520","const { data: prRaw, error } = await supabase.from('fi_payment_requests').select('*').eq('tenant_id', tid).eq('id', pid).maybeSingle();"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","(top-level or unscoped)","fi_invoices","from","supabase","Y","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","54","const { data, error } = await supabase.from('fi_invoices').update(patch).eq('tenant_id', tenantId).eq('id', invoiceId).select('*').single();"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","resendOpenPaymentRequest","fi_payment_requests","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","544",".from('fi_payment_requests') .update({ status: 'sent', sent_at: nowIso, provider: 'stripe', provider_checkout_session_id: session.sessionId, checkout_url: session.checkoutUrl, expires_at: session.expiresAt, metadata: { ."
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","resendOpenPaymentRequest","fi_payment_requests","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","569",".from('fi_payment_requests') .update({ status: 'sent', sent_at: nowIso, metadata: { ...pr.metadata, collection_mode: 'manual_link_only', resend_count: prevResends + 1, last_resent_at: nowIso, }, updated_at: nowIso, }) .e"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","markInvoiceManuallyPaid","fi_payments","from","supabase","Y","Y","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","609",".from('fi_payments') .insert({ tenant_id: tid, clinic_id: inv.clinic_id, patient_id: inv.patient_id, lead_id: inv.lead_id, case_id: inv.case_id, consultation_id: inv.consultation_id, invoice_id: iid, payment_request_id: "
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","cancelInvoice","fi_invoices","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","671",".from('fi_invoices') .update({ status: 'cancelled', cancelled_at: new Date().toISOString(), cancelled_reason: args.reason?.trim() || null, updated_at: new Date().toISOString(), }) .eq('tenant_id', tid) .eq('id', iid) .se"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","recordGatewayPaymentSuccess","fi_payments","from","supabase","Y","N","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","704","const { error: pe } = await supabase.from('fi_payments').insert({ tenant_id: tid, clinic_id: inv.clinic_id, patient_id: inv.patient_id, lead_id: inv.lead_id, case_id: inv.case_id, consultation_id: inv.consultation_id, in"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","recordGatewayPaymentSuccess","fi_payment_requests","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","730",".from('fi_payment_requests') .update({ status: 'paid', updated_at: new Date().toISOString() }) .eq('tenant_id', tid) .eq('id', args.paymentRequestId.trim());"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","recordGatewayPaymentFailure","fi_payment_requests","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","774",".from('fi_payment_requests') .select('metadata') .eq('tenant_id', tid) .eq('id', prId) .maybeSingle();"
"SAFE","src/lib/revenueOs/revenueInvoiceMutations.server.ts","recordGatewayPaymentFailure","fi_payment_requests","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","783",".from('fi_payment_requests') .update({ metadata: { ...prev, stripe_checkout_failed_at: failAt, stripe_failure_message: args.message, }, updated_at: failAt, }) .eq('tenant_id', tid) .eq('id', prId);"
"SAFE","src/lib/rooms/fiClinicRooms.server.ts","insertClinicRoom","fi_clinic_rooms","from","supabase","Y","Y","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","121",".from('fi_clinic_rooms') .insert({ tenant_id: tid, clinic_id: input.clinicId.trim(), room_code: input.roomCode.trim(), display_name: input.displayName.trim(), physical_room_key: input.physicalRoomKey.trim(), room_type: i"
"SAFE","src/lib/rooms/fiClinicRooms.server.ts","updateClinicRoom","fi_clinic_rooms","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","171",".from('fi_clinic_rooms') .update(row) .eq('tenant_id', tid) .eq('id', rid) .select('*') .single();"
"SAFE","src/lib/rooms/fiClinicRooms.server.ts","loadServiceRoomEligibilityForService","fi_service_room_eligibility","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","190",".from('fi_service_room_eligibility') .select('*') .eq('tenant_id', tid) .eq('service_id', sid) .order('is_preferred', { ascending: false });"
"SAFE","src/lib/rooms/fiClinicRooms.server.ts","loadServiceStaffEligibilityForService","fi_service_staff_eligibility","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","208",".from('fi_service_staff_eligibility') .select('*') .eq('tenant_id', tid) .eq('service_id', sid);"
"SAFE","src/lib/rooms/fiClinicRooms.server.ts","loadServiceEligibilityMapsForTenant","fi_service_room_eligibility","from","supabase","Y","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","226","supabase.from('fi_service_room_eligibility').select('*').eq('tenant_id', tid), supabase.from('fi_service_staff_eligibility').select('*').eq('tenant_id', tid), ]);"
"SAFE","src/lib/rooms/fiClinicRooms.server.ts","loadServiceEligibilityMapsForTenant","fi_service_staff_eligibility","from","supabase","Y","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","227","supabase.from('fi_service_staff_eligibility').select('*').eq('tenant_id', tid), ]);"
"SAFE","src/lib/rooms/fiClinicRooms.server.ts","resolveServiceIdForBookingType","fi_services","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","261",".from('fi_services') .select('id') .eq('tenant_id', tid) .eq('booking_type', bt) .eq('is_active', true) .maybeSingle();"
"SAFE","src/lib/rooms/fiClinicRooms.server.ts","loadClinicRoomsForTenant","fi_clinic_rooms","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","69",".from('fi_clinic_rooms') .select('*') .eq('tenant_id', tid) .order('sort_order', { ascending: true }) .order('display_name', { ascending: true });"
"SAFE","src/lib/rooms/fiClinicRooms.server.ts","loadClinicRoomForTenant","fi_clinic_rooms","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","92",".from('fi_clinic_rooms') .select('*') .eq('tenant_id', tid) .eq('id', rid) .maybeSingle();"
"SAFE","src/lib/rooms/roomSchedulingReadiness.server.ts","(top-level or unscoped)","fi_staff","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","90",".from('fi_staff') .select('id, full_name, staff_role, is_active, calendar_visible') .eq('tenant_id', tid) .eq('is_active', true) .order('full_name'), ]);"
"SAFE","src/lib/services/fiServices.server.ts","loadFiServicesForTenant","fi_services","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","28",".from('fi_services') .select('id, tenant_id, name, duration_minutes, base_price, color, category, is_active, booking_type, created_at, updated_at') .eq('tenant_id', tid) .order('category', { ascending: true, nullsFirst: "
"SAFE","src/lib/services/fiServices.server.ts","(top-level or unscoped)","fi_services","from","supabase","Y","Y","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","53",".from('fi_services') .insert({ tenant_id: tid, name: input.name.trim(), duration_minutes: input.duration_minutes, base_price: input.base_price, color: input.color?.trim() || null, category: input.category?.trim() || null"
"SAFE","src/lib/services/fiServices.server.ts","updateFiService","fi_services","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","99",".from('fi_services') .update(body) .eq('tenant_id', tid) .eq('id', sid) .select('id, tenant_id, name, duration_minutes, base_price, color, category, is_active, booking_type, created_at, updated_at') .single();"
"SAFE","src/lib/services/fiServicesManageAccess.server.ts","assertTenantRowExists","fi_tenants","from","supabase","N","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","Y","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","12","const { data, error } = await supabase.from('fi_tenants').select('id').eq('id', tenantId.trim()).maybeSingle();"
"SAFE","src/lib/services/fiServicesManageAccess.server.ts","loadFiUserForTenant","fi_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","20",".from('fi_users') .select('id, role') .eq('tenant_id', tenantId.trim()) .eq('auth_user_id', authUserId) .maybeSingle();"
"SAFE","src/lib/staff/assertStaffClinicallyAvailable.server.ts","loadStaffMemberByFiUserId","fi_staff","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","109",".from('fi_staff') .select('id') .eq('tenant_id', tid) .eq('fi_user_id', uid) .maybeSingle();"
"SAFE","src/lib/staff/clinicalStaffPickerLoader.server.ts","loadProcedureTeamPickerOptions","fi_staff","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","35",".from('fi_staff') .select('id, full_name, staff_role, fi_user_id, working_hours, is_active') .eq('tenant_id', tid) .eq('is_active', true) .not('fi_user_id', 'is', null) .order('full_name', { ascending: true });"
"SAFE","src/lib/staff/myHrPortalLoader.server.ts","(top-level or unscoped)","fi_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","46",".from('fi_users') .select('id') .eq('tenant_id', tid) .eq('auth_user_id', authUserId.trim()) .maybeSingle();"
"SAFE","src/lib/staff/myHrPortalLoader.server.ts","(top-level or unscoped)","fi_staff","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","58",".from('fi_staff') .select('id, full_name, staff_role, is_active') .eq('tenant_id', tid) .eq('fi_user_id', fiUserId) .maybeSingle();"
"SAFE","src/lib/staff/myHrPortalLoader.server.ts","(top-level or unscoped)","fi_staff_source_ids","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","73",".from('fi_staff_source_ids') .select('source_system, source_url, metadata') .eq('tenant_id', tid) .eq('staff_id', staffId) .order('source_system', { ascending: true });"
"SAFE","src/lib/staff/staff.server.ts","loadAllStaffForTenant","fi_staff","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","109",".from('fi_staff') .select('*') .eq('tenant_id', tid) .order('full_name', { ascending: true });"
"SAFE","src/lib/staff/staff.server.ts","loadStaffFiUserIdMap","fi_staff","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","131",".from('fi_staff') .select('id, fi_user_id') .eq('tenant_id', tid) .in('id', ids);"
"SAFE","src/lib/staff/staff.server.ts","assertFiUserBelongsToTenant","fi_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","193",".from('fi_users') .select('id') .eq('tenant_id', tid) .eq('id', uid) .maybeSingle();"
"DANGEROUS","src/lib/staff/staff.server.ts","insertFiStaff","fi_staff","from","supabase","N","N","N","N","N","Add tenant_id filter (or insert field), an ownership assert, or tenant-scoped PK pattern; prefer user JWT client where RLS suffices.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","238","const { data, error } = await supabase.from('fi_staff').insert(payload).select('*').single();"
"SAFE","src/lib/staff/staff.server.ts","(top-level or unscoped)","fi_staff","from","supabase","Y","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","287","const { data, error } = await supabase.from('fi_staff').update(row).eq('tenant_id', tid).eq('id', sid).select('*').single();"
"SAFE","src/lib/staff/staff.server.ts","assertFiStaffBelongsToTenant","fi_staff","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","63",".from('fi_staff') .select('*') .eq('tenant_id', tid) .eq('id', sid) .maybeSingle();"
"SAFE","src/lib/staff/staff.server.ts","loadStaffMemberForTenant","fi_staff","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","82",".from('fi_staff') .select('*') .eq('tenant_id', tid) .eq('id', sid) .maybeSingle();"
"SAFE","src/lib/staff/staff.server.ts","loadActiveStaffForTenant","fi_staff","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","96",".from('fi_staff') .select('*') .eq('tenant_id', tid) .eq('is_active', true) .order('full_name', { ascending: true });"
"SAFE","src/lib/staff/staffDirectoryLoader.server.ts","loadClinicsForTenant","fi_clinics","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","110",".from('fi_clinics') .select('id, display_name') .eq('tenant_id', tenantId) .order('display_name', { ascending: true });"
"SAFE","src/lib/staff/staffDirectoryLoader.server.ts","loadStaffDirectoryPage","fi_users","from","supabase","Y","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","126","supabase.from('fi_users').select('id, email').eq('tenant_id', tid).order('email', { ascending: true }).limit(200), loadClinicsForTenant(tid), ]);"
"SAFE","src/lib/staff/staffDirectoryLoader.server.ts","(top-level or unscoped)","fi_staff_feature_access","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","169",".from('fi_staff_feature_access') .select('staff_id, feature_key, enabled') .eq('tenant_id', tid) .in('staff_id', staffIds);"
"SAFE","src/lib/staff/staffDirectoryLoader.server.ts","loadFiUserRow","fi_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","59",".from('fi_users') .select('id, role') .eq('tenant_id', tenantId.trim()) .eq('auth_user_id', authUserId.trim()) .maybeSingle();"
"SAFE","src/lib/staff/staffDirectoryLoader.server.ts","loadPayrollSourceByStaffId","fi_staff_source_ids","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","80",".from('fi_staff_source_ids') .select('staff_id, source_system, source_staff_id, metadata') .eq('tenant_id', tenantId) .in('staff_id', staffIds) .eq('source_system', payrollSys);"
"SAFE","src/lib/staff/staffFiUserLink.server.ts","(top-level or unscoped)","fi_users","from","supabase","Y","Y","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","129",".from('fi_users') .insert({ tenant_id: tid, email: row.email.trim(), role: 'member', auth_user_id: null, created_at: now, updated_at: now, }) .select('id') .single();"
"SAFE","src/lib/staff/staffFiUserLink.server.ts","(top-level or unscoped)","fi_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","151",".from('fi_users') .select('id') .eq('tenant_id', tid) .eq('id', fiUserId) .maybeSingle();"
"SAFE","src/lib/staff/staffHrNotificationLoader.server.ts","loadHrNotificationByStaffId","fi_staff_source_ids","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","23",".from('fi_staff_source_ids') .select('staff_id, source_system, source_staff_id, source_url, metadata') .eq('tenant_id', tenantId) .in('staff_id', staffIds) .in('source_system', hrSystems);"
"SAFE","src/lib/staff/staffRoleReviewLoader.server.ts","loadClinicsForTenant","fi_clinics","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","30",".from('fi_clinics') .select('id, display_name') .eq('tenant_id', tenantId) .order('display_name', { ascending: true });"
"SAFE","src/lib/staff/staffRoleReviewLoader.server.ts","loadPayrollByStaffId","fi_staff_source_ids","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","52",".from('fi_staff_source_ids') .select('staff_id, source_system, source_staff_id, metadata') .eq('tenant_id', tenantId) .in('staff_id', staffIds) .eq('source_system', payrollSys);"
